"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"3771","GFD1","ArgSer_vs_Ctrl",0.161240219785405,0.0630847576870324,2.55592992185733,15,0.021938471943274,0.130937453911753,NA,0.116666666666667,0.116666666666667
"3772","GGA1","ProAla_vs_Ctrl",0.0368101530343002,0.0440636166979075,0.835386556819977,15,0.416608424653067,0.726033380690993,NA,0.229166666666667,0.229166666666667
"3773","GGA1","ProSer_vs_Ctrl",0.0227025050894601,0.0440636166979075,0.515221100553423,15,0.613907543319803,0.735996754698209,NA,0.239583333333333,0.239583333333333
"3774","GGA1","ArgSer_vs_Ctrl",0.0168150280419657,0.0440636166979075,0.381607986408529,15,0.708103605561427,0.870788518326517,NA,0.222222222222222,0.222222222222222
"3775","GGA2","ProAla_vs_Ctrl",0.0471387615340528,0.0726099509745344,0.649205252191744,15,0.526022186770148,0.805167358912048,NA,0.216049382716049,0.216049382716049
"3776","GGA2","ProSer_vs_Ctrl",0.0619684991215195,0.0726099509745344,0.853443616058258,15,0.406836004767995,0.549158783323847,NA,0.200617283950617,0.200617283950617
"3777","GGA2","ArgSer_vs_Ctrl",0.0572347241780781,0.0726099509745344,0.788249040384992,15,0.442830743140336,0.704618786102301,NA,0.169753086419753,0.169753086419753
"3778","GGC1","ProAla_vs_Ctrl",-0.199246078208849,0.0587637306994512,-3.39063016995805,15,0.00403461081344814,0.058545306449912,NA,0.0737179487179487,0.0737179487179487
"3779","GGC1","ProSer_vs_Ctrl",-0.530989527994469,0.0587637306994512,-9.03600778361453,15,1.86374800481559e-07,4.85913084791424e-06,NA,0.0865384615384616,0.0865384615384615
"3780","GGC1","ArgSer_vs_Ctrl",-0.428266454174529,0.0587637306994512,-7.28793847968758,15,2.66143546889808e-06,0.000184774071303939,NA,0.0769230769230769,0.0769230769230769
"3781","GIC1","ProAla_vs_Ctrl",0.101328487961841,0.264238241193773,0.383473972215605,11,0.708676258043262,0.891231262115207,NA,0.166666666666667,0
"3782","GIC1","ProSer_vs_Ctrl",0.460515903466068,0.292729311740683,1.57318001647208,11,0.143979110846817,0.261121223707198,NA,0.0833333333333334,0
"3783","GIC1","ArgSer_vs_Ctrl",-0.445203019756491,0.27598784184521,-1.61312547965858,11,0.135013184376038,0.383281565507681,NA,0.25,0
"3784","GIC2","ProAla_vs_Ctrl",-0.179239178612799,0.097477857065375,-1.8387681470325,15,0.0858300740776274,0.35059842698135,NA,0.0277777777777778,0.0277777777777778
"3785","GIC2","ProSer_vs_Ctrl",-0.432523701791882,0.097477857065375,-4.43714823872055,15,0.000479879524129423,0.00304375198167573,NA,0.0555555555555556,0.0555555555555556
"3786","GIC2","ArgSer_vs_Ctrl",-0.300205000082507,0.097477857065375,-3.07972506906024,15,0.0076265469203638,0.0689749578755507,NA,0.0694444444444444,0.0694444444444444
"3787","GID7","ProAla_vs_Ctrl",-0.0401850498868323,0.0804805794891274,-0.499313625000192,15,0.624802087534366,0.848910010029407,NA,0.191176470588235,0.191176470588235
"3788","GID7","ProSer_vs_Ctrl",0.368509614483119,0.0804805794891274,4.57886383053321,15,0.000361842007826851,0.00242547220871436,NA,0.186274509803922,0.186274509803922
"3789","GID7","ArgSer_vs_Ctrl",-0.105397265165029,0.0804805794891274,-1.30959873591948,15,0.210036186036658,0.483252250654843,NA,0.147058823529412,0.147058823529412
"3790","GID8","ProAla_vs_Ctrl",0.00949389682686785,0.0774563485156281,0.122570931999877,15,0.904074011209459,0.970567974033962,NA,0.192708333333333,0.192708333333333
"3791","GID8","ProSer_vs_Ctrl",0.0555011551917133,0.0774563485156281,0.716547529742059,15,0.484661262745335,0.621957038404334,NA,0.197916666666667,0.197916666666667
"3792","GID8","ArgSer_vs_Ctrl",-0.0465710861663263,0.077456348515628,-0.601255895208252,15,0.556647561318253,0.778877633960721,NA,0.171875,0.171875
"3793","GIM3","ProAla_vs_Ctrl",0.0768704524109343,0.0611758917614067,1.25654813027881,15,0.228134108492458,0.5526182402024,NA,0.0833333333333334,0.0833333333333333
"3794","GIM3","ProSer_vs_Ctrl",0.00573269260766078,0.0611758917614067,0.0937083619478564,15,0.92658106854236,0.955954539232925,NA,0.0833333333333334,0.0833333333333333
"3795","GIM3","ArgSer_vs_Ctrl",0.114733813365016,0.0611758917614067,1.87547430959391,15,0.0803288094362551,0.288046460963417,NA,0.0555555555555556,0.0555555555555556
"3796","GIM4","ProAla_vs_Ctrl",0.0891042738307893,0.0595948262046535,1.49516794502929,15,0.155610360866968,0.46241869051583,NA,0,0
"3797","GIM4","ProSer_vs_Ctrl",-0.0214549675593029,0.0595948262046535,-0.360013929491543,15,0.723855419820557,0.818565474750349,NA,0,0
"3798","GIM4","ArgSer_vs_Ctrl",0.0530195248667269,0.0595948262046535,0.889666574152822,15,0.387691038820637,0.660086256417154,NA,0,0
"3799","GIM5","ProAla_vs_Ctrl",0.030499605581511,0.0430152904563389,0.709041023737095,15,0.489173701669956,0.781749636420031,NA,0.075,0.075
"3800","GIM5","ProSer_vs_Ctrl",0.0903292575135311,0.0430152904563389,2.09993368765501,15,0.053061876064642,0.12196390000807,NA,0.0833333333333334,0.0833333333333333
"3801","GIM5","ArgSer_vs_Ctrl",0.0799032136474836,0.0430152904563389,1.8575537396077,15,0.0829740000450148,0.293643368974899,NA,0.0666666666666667,0.0666666666666667
"3802","GIN4","ProAla_vs_Ctrl",0.0154952752360202,0.0426820822364438,0.363039346351048,15,0.721640541918729,0.896355902990219,NA,0.0979166666666667,0.0979166666666667
"3803","GIN4","ProSer_vs_Ctrl",-0.00259634459527548,0.0426820822364438,-0.0608298484805085,15,0.952297812580002,0.973336230791646,NA,0.0979166666666667,0.0979166666666667
"3804","GIN4","ArgSer_vs_Ctrl",-0.108844304162853,0.0426820822364438,-2.55011701537647,15,0.0221928202507056,0.131789062142869,NA,0.104166666666667,0.104166666666667
"3805","GIP1","ProAla_vs_Ctrl",0.285092025956301,0.092303444477551,3.08863908134694,0,NA,NA,NA,0.833333333333333,0
"3806","GIP1","ProSer_vs_Ctrl",0.442677889604148,0.0721193090742446,6.13813270380093,0,NA,NA,NA,0.833333333333333,0
"3807","GIP1","ArgSer_vs_Ctrl",-0.0842300844590691,0.0783736342878309,-1.07472474926619,0,NA,NA,NA,0.75,0
"3808","GIP3","ProAla_vs_Ctrl",-0.0526195939643325,0.0381775488018453,-1.37828633884921,15,0.188327221714365,0.506069047068344,NA,0.081140350877193,0.081140350877193
"3809","GIP3","ProSer_vs_Ctrl",-0.0850902410900905,0.0381775488018453,-2.22880315160458,15,0.0415433976783428,0.10149229647835,NA,0.0789473684210527,0.0789473684210526
"3810","GIP3","ArgSer_vs_Ctrl",-0.0571642445404711,0.0381775488018453,-1.49732621225038,15,0.155053822253842,0.411623833738255,NA,0.0899122807017544,0.0899122807017544
"3811","GIP4","ProAla_vs_Ctrl",0.074126305726665,0.097847929958718,0.757566417173454,15,0.460446838177357,0.76075281556468,NA,0.25,0.25
"3812","GIP4","ProSer_vs_Ctrl",0.143978133905335,0.097847929958718,1.47144792910877,15,0.161837607563726,0.282646806104079,NA,0.25,0.25
"3813","GIP4","ArgSer_vs_Ctrl",0.12860987972851,0.097847929958718,1.31438528932365,15,0.208461132297717,0.481479944020314,NA,0.212962962962963,0.212962962962963
"3814","GIR2","ProAla_vs_Ctrl",0.119211181668556,0.0650682311241385,1.83209501179036,15,0.0868655041287993,0.352545367875575,NA,0.115384615384615,0.115384615384615
"3815","GIR2","ProSer_vs_Ctrl",0.251763946455914,0.0650682311241385,3.86922991614132,15,0.00151332349013433,0.0077371327735037,NA,0.102564102564103,0.102564102564103
"3816","GIR2","ArgSer_vs_Ctrl",0.15942515218345,0.0650682311241385,2.45012273161838,15,0.027034852225146,0.149276651877093,NA,0.0897435897435898,0.0897435897435897
"3817","GIS1","ProAla_vs_Ctrl",-0.0153097386395539,0.0779902070957373,-0.196303346402971,15,0.847007527183198,0.947234407919365,NA,0.179166666666667,0.179166666666667
"3818","GIS1","ProSer_vs_Ctrl",-0.0772693496490623,0.0779902070957373,-0.990757077413705,15,0.337518139298182,0.480611979284285,NA,0.195833333333333,0.195833333333333
"3819","GIS1","ArgSer_vs_Ctrl",-0.0635573344650737,0.0779902070957373,-0.814939937100739,15,0.427856816115078,0.690804387441615,NA,0.1875,0.1875
"3820","GIS2","ProAla_vs_Ctrl",0.0459183304070999,0.0314172126203597,1.46156601993847,15,0.164492439052015,0.475998917014426,NA,0.00877192982456143,0.0087719298245614
"3821","GIS2","ProSer_vs_Ctrl",-0.0183645389839218,0.0314172126203597,-0.584537501968612,15,0.5675473011452,0.696022590145027,NA,0.00877192982456143,0.0087719298245614
"3822","GIS2","ArgSer_vs_Ctrl",-0.0175361337638975,0.0314172126203597,-0.558169624269383,15,0.584964282167896,0.797902458185616,NA,0.0131578947368421,0.0131578947368421
"3823","GIS3","ProAla_vs_Ctrl",-0.0473955258856738,0.140976284939087,-0.336195026746183,15,0.741380699905773,0.904852841810462,NA,0.277777777777778,0.277777777777778
"3824","GIS3","ProSer_vs_Ctrl",0.0788318521994012,0.140976284939087,0.559185200783684,15,0.58428840594486,0.710816444355194,NA,0.25,0.25
"3825","GIS3","ArgSer_vs_Ctrl",-0.0903930349345679,0.140976284939087,-0.641193197661755,15,0.53107279085861,0.768104284511342,NA,0.208333333333333,0.208333333333333
"3826","GIS4","ProAla_vs_Ctrl",0.0981559202453563,0.13425928289936,0.731092242753401,15,0.475989033818618,0.770287774666084,NA,0.25,0.25
"3827","GIS4","ProSer_vs_Ctrl",0.0113918530204842,0.13425928289936,0.0848496489365543,15,0.933503052113398,0.960366449296517,NA,0.222222222222222,0.222222222222222
"3828","GIS4","ArgSer_vs_Ctrl",0.129608069264994,0.13425928289936,0.965356483857789,15,0.349673286565434,0.630254847118016,NA,0.222222222222222,0.222222222222222
"3829","GLC3","ProAla_vs_Ctrl",-0.202195461436067,0.0613277561096222,-3.29696493500669,15,0.00488923805000918,0.0662576052984003,NA,0.151041666666667,0.151041666666667
"3830","GLC3","ProSer_vs_Ctrl",-0.730744475639175,0.0613277561096222,-11.9153956054251,15,4.76133554805358e-09,2.61264447107731e-07,NA,0.151041666666667,0.151041666666667
"3831","GLC3","ArgSer_vs_Ctrl",-0.467544134078286,0.0613277561096223,-7.62369543151977,15,1.55063701301472e-06,0.000128430830498991,NA,0.1796875,0.1796875
"3832","GLC7","ProAla_vs_Ctrl",-0.0359552916648056,0.0403209595923646,-0.891727082596871,15,0.386620457769105,0.702057231973195,NA,0.0520833333333334,0.0520833333333333
"3833","GLC7","ProSer_vs_Ctrl",0.00593375287674292,0.0403209595923646,0.147162987605746,15,0.884963156670376,0.928237638659148,NA,0.0451388888888888,0.0451388888888889
"3834","GLC7","ArgSer_vs_Ctrl",-0.00190003081845683,0.0403209595923646,-0.0471226587280087,15,0.963037143129562,0.983699636868761,NA,0.0486111111111112,0.0486111111111111
"3835","GLC8","ProAla_vs_Ctrl",0.109976552009636,0.0754492569588772,1.45762273138857,15,0.165561870336763,0.477547266365856,NA,0.0555555555555556,0.0555555555555556
"3836","GLC8","ProSer_vs_Ctrl",0.0380186741832679,0.0754492569588772,0.503897264408973,15,0.621653452598242,0.741740238384602,NA,0.0444444444444444,0.0444444444444444
"3837","GLC8","ArgSer_vs_Ctrl",0.109515423531808,0.0754492569588772,1.4515109617514,15,0.167230786479816,0.429092331280032,NA,0.0611111111111111,0.0611111111111111
"3838","GLD1","ProAla_vs_Ctrl",-0.0575804103261911,0.187483732271268,-0.307122168033644,15,0.762972963966936,0.91266578782314,NA,0.444444444444444,0.444444444444444
"3839","GLD1","ProSer_vs_Ctrl",-0.237990451779083,0.187483732271268,-1.26939254353406,15,0.223643389822485,0.359454711466195,NA,0.472222222222222,0.472222222222222
"3840","GLD1","ArgSer_vs_Ctrl",-0.0339093227025984,0.187483732271268,-0.180865413184411,15,0.858894306105219,0.940801254400379,NA,0.5,0.5
"3841","GLE1","ProAla_vs_Ctrl",0.0373584744174285,0.0759936195705554,0.49160014522987,15,0.630117763655322,0.850459391134572,NA,0.119047619047619,0.119047619047619
"3842","GLE1","ProSer_vs_Ctrl",0.115357151394659,0.0759936195705554,1.5179846945908,15,0.149810600523546,0.268758783666617,NA,0.125,0.125
"3843","GLE1","ArgSer_vs_Ctrl",0.114495736743777,0.0759936195705554,1.50664933965245,15,0.152668833421193,0.409284249052499,NA,0.148809523809524,0.148809523809524
"3844","GLE2","ProAla_vs_Ctrl",-0.109008454072793,0.0446985823397404,-2.43874522114041,15,0.0276455599910159,0.194961596195221,NA,0.1,0.1
"3845","GLE2","ProSer_vs_Ctrl",-0.237315797294248,0.0446985823397404,-5.30924662197299,15,8.7498681941689e-05,0.000749373381266529,NA,0.0958333333333333,0.0958333333333333
"3846","GLE2","ArgSer_vs_Ctrl",-0.117439742140258,0.0446985823397404,-2.62737062324784,15,0.0190321027368157,0.119415776307108,NA,0.104166666666667,0.104166666666667
"3847","GLG1","ProAla_vs_Ctrl",-0.377866528586184,0.0951208623279295,-3.97248846718282,15,0.00122606684594873,0.0265235378233678,NA,0.138888888888889,0.138888888888889
"3848","GLG1","ProSer_vs_Ctrl",-1.51183291618815,0.0951208623279295,-15.8938100348176,15,8.55184811854315e-11,8.40753568154273e-09,NA,0.138888888888889,0.138888888888889
"3849","GLG1","ArgSer_vs_Ctrl",-0.546873998219596,0.0951208623279295,-5.74925399997159,15,3.84284986543193e-05,0.00149733189775888,NA,0.25,0.25
"3850","GLG2","ProAla_vs_Ctrl",-0.0855287934559689,0.0642927989564711,-1.33030129103378,15,0.203291630696562,0.523218220515821,NA,0.2,0.2
"3851","GLG2","ProSer_vs_Ctrl",0.17483718363494,0.0642927989564711,2.71938983016297,15,0.015830742593776,0.0481348416881631,NA,0.241666666666667,0.241666666666667
"3852","GLG2","ArgSer_vs_Ctrl",0.0251694329294073,0.0642927989564711,0.391481368643603,15,0.700946550928945,0.866728792063546,NA,0.2,0.2
"3853","GLK1","ProAla_vs_Ctrl",-0.046538802153042,0.0393941662522099,-1.18136278999004,15,0.255850767583905,0.586578619312443,NA,0.108527131782946,0.108527131782946
"3854","GLK1","ProSer_vs_Ctrl",-0.296427556683724,0.0393941662522099,-7.52465618350524,15,1.81572249324802e-06,3.17347942431015e-05,NA,0.0968992248062015,0.0968992248062016
"3855","GLK1","ArgSer_vs_Ctrl",-0.0907840337733935,0.0393941662522099,-2.30450450942849,15,0.0359102067761012,0.181124023707237,NA,0.0891472868217055,0.0891472868217054
"3856","GLN1","ProAla_vs_Ctrl",-0.182351863908532,0.0307783996394668,-5.92467009476035,15,2.78832910036719e-05,0.00173023158385943,NA,0.0448717948717948,0.0448717948717949
"3857","GLN1","ProSer_vs_Ctrl",-0.301757090529004,0.0307783996394668,-9.80418391026621,15,6.47774962558856e-08,2.12281253355225e-06,NA,0.0416666666666666,0.0416666666666667
"3858","GLN1","ArgSer_vs_Ctrl",-0.0679535422660914,0.0307783996394668,-2.20783221551764,15,0.0432439876432325,0.200733626969211,NA,0.0352564102564102,0.0352564102564103
"3859","GLN3","ProAla_vs_Ctrl",0.0105498320196441,0.0617330435847886,0.170894409331272,15,0.866590687527123,0.954933537671488,NA,0.192307692307692,0.192307692307692
"3860","GLN3","ProSer_vs_Ctrl",-0.126366808972961,0.0617330435847886,-2.04698815472137,15,0.0585962871566554,0.131799751712229,NA,0.185897435897436,0.185897435897436
"3861","GLN3","ArgSer_vs_Ctrl",0.00302838562939676,0.0617330435847886,0.0490561529699626,15,0.961521788238631,0.983393492693799,NA,0.205128205128205,0.205128205128205
"3862","GLN4","ProAla_vs_Ctrl",-0.0381665001648912,0.0252485633323985,-1.51163056932894,15,0.151407219518077,0.45593646425547,NA,0.0950704225352113,0.0950704225352113
"3863","GLN4","ProSer_vs_Ctrl",-0.0525509709205352,0.0252485633323985,-2.08134499490919,15,0.0549478092294988,0.125265078142031,NA,0.0892018779342723,0.0892018779342723
"3864","GLN4","ArgSer_vs_Ctrl",-0.0133830696240456,0.0252485633323985,-0.530052718162889,15,0.603833724580487,0.811787024938024,NA,0.07981220657277,0.07981220657277
"3865","GLO1","ProAla_vs_Ctrl",-0.16870214566319,0.0524827667875794,-3.21442934489335,15,0.00579021767337506,0.0744050859608632,NA,0.161111111111111,0.161111111111111
"3866","GLO1","ProSer_vs_Ctrl",-0.259925814402261,0.0524827667875794,-4.9525935904693,15,0.000173629773914552,0.0013130751652288,NA,0.183333333333333,0.183333333333333
"3867","GLO1","ArgSer_vs_Ctrl",-0.0675361848330501,0.0524827667875794,-1.28682592338164,15,0.217660093159699,0.492033629494912,NA,0.166666666666667,0.166666666666667
"3868","GLO2","ProAla_vs_Ctrl",-0.000168586952592406,0.0313021958517761,-0.00538578677964665,15,0.995773760838889,0.998101818515665,NA,0.0784313725490197,0.0784313725490196
"3869","GLO2","ProSer_vs_Ctrl",-0.141262671414206,0.0313021958517761,-4.51286778995061,15,0.000412583212663353,0.00270790011204223,NA,0.0637254901960784,0.0637254901960784
"3870","GLO2","ArgSer_vs_Ctrl",-0.0782148316699297,0.0313021958517761,-2.49870111478111,15,0.0245687056894208,0.14062901794196,NA,0.0686274509803921,0.0686274509803922
"3871","GLO3","ProAla_vs_Ctrl",0.0190107074529162,0.0557489948499877,0.34100538501315,15,0.737829055446575,0.904233280724528,NA,0.192708333333333,0.192708333333333
"3872","GLO3","ProSer_vs_Ctrl",-0.08089387866787,0.0557489948499877,-1.45103743817343,15,0.167360669125215,0.290358455000695,NA,0.1875,0.1875
"3873","GLO3","ArgSer_vs_Ctrl",-0.0306945012100168,0.0557489948499877,-0.550583939542069,15,0.590025265876862,0.801354798677982,NA,0.1796875,0.1796875
"3874","GLO4","ProAla_vs_Ctrl",0.269748078805624,0.149090992292406,1.80928488474058,15,0.0904891423534542,0.358912359410336,NA,0.322916666666667,0.322916666666667
"3875","GLO4","ProSer_vs_Ctrl",0.446982934649521,0.149090992292406,2.99805459589989,15,0.00900834995782107,0.0309166570552419,NA,0.270833333333333,0.270833333333333
"3876","GLO4","ArgSer_vs_Ctrl",0.111042334146812,0.149090992292406,0.744795728027815,15,0.467904793656922,0.719536980734309,NA,0.25,0.25
"3877","GLR1","ProAla_vs_Ctrl",0.152132240519748,0.0521608722632421,2.91659694170713,15,0.0106306588353224,0.110905251331539,NA,0.102380952380952,0.102380952380952
"3878","GLR1","ProSer_vs_Ctrl",0.44864548228982,0.0521608722632421,8.60118826283473,15,3.48879097611388e-07,7.58691456971492e-06,NA,0.0976190476190476,0.0976190476190476
"3879","GLR1","ArgSer_vs_Ctrl",0.0880943247720249,0.0521608722632421,1.68889669496776,15,0.111912421247181,0.343780995950738,NA,0.0666666666666667,0.0666666666666667
"3880","GLT1","ProAla_vs_Ctrl",-0.264205331031822,0.0313437658485523,-8.42927848263087,15,4.49727277640477e-07,6.42701164046209e-05,NA,0.0753715498938429,0.0753715498938429
"3881","GLT1","ProSer_vs_Ctrl",-0.469347593998009,0.0313437658485523,-14.9741928352137,15,1.98904004378164e-10,1.70659635756465e-08,NA,0.083864118895966,0.083864118895966
"3882","GLT1","ArgSer_vs_Ctrl",-0.157471716414364,0.0313437658485523,-5.02402031636019,15,0.000151172539057942,0.0041253500398413,NA,0.0780254777070064,0.0780254777070064
"3883","GLY1","ProAla_vs_Ctrl",-0.00674842413343886,0.0389322340032008,-0.173337706048002,15,0.864703441959564,0.954933537671488,NA,0.0899122807017544,0.0899122807017544
"3884","GLY1","ProSer_vs_Ctrl",-0.0132655052851002,0.0389322340032008,-0.340733215669298,15,0.738029843219423,0.828046321957312,NA,0.0986842105263158,0.0986842105263158
"3885","GLY1","ArgSer_vs_Ctrl",-0.0151338043405408,0.0389322340032008,-0.388721703956072,15,0.702944077833964,0.86806146781432,NA,0.0899122807017544,0.0899122807017544
"3886","GMC1","ProAla_vs_Ctrl",-0.229935073994843,0.19289075747002,-1.1920481676297,14,0.253057280566133,0.582723698803654,NA,0.55,0.466666666666667
"3887","GMC1","ProSer_vs_Ctrl",0.0643854008950104,0.19289075747002,0.333792047579146,14,0.743483532981315,0.832186620526287,NA,0.616666666666667,0.533333333333333
"3888","GMC1","ArgSer_vs_Ctrl",-0.681410678399363,0.203561847438167,-3.3474380733666,14,0.00478831081073672,0.0500124233130266,NA,0.516666666666667,0.433333333333333
"3889","GMH1","ProAla_vs_Ctrl",-0.151988374645782,0.104346869356627,-1.45656861181268,15,0.165848725283679,0.47779021896019,NA,0,0
"3890","GMH1","ProSer_vs_Ctrl",-0.311433677485515,0.104346869356627,-2.98460010737001,15,0.00925847504238897,0.0316370338342024,NA,0,0
"3891","GMH1","ArgSer_vs_Ctrl",-0.18516996930732,0.104346869356627,-1.77456180955906,15,0.0962625039922098,0.318915986910332,NA,0,0
"3892","GNA1","ProAla_vs_Ctrl",-0.0198022407215082,0.0396151422240359,-0.499865445629866,15,0.624422624144091,0.848765046682692,NA,0.219298245614035,0.219298245614035
"3893","GNA1","ProSer_vs_Ctrl",-0.0338919468239898,0.0396151422240359,-0.855530105945862,15,0.405716589897354,0.547804460007328,NA,0.219298245614035,0.219298245614035
"3894","GNA1","ArgSer_vs_Ctrl",0.0181093006830319,0.0396151422240359,0.457130775414567,15,0.654127667497173,0.840285645105386,NA,0.210526315789474,0.210526315789474
"3895","GND1","ProAla_vs_Ctrl",0.0994217444247549,0.047716226128353,2.08360451971449,15,0.0547153239303979,0.282625922952636,NA,0.0873655913978495,0.0873655913978495
"3896","GND1","ProSer_vs_Ctrl",0.273509267738585,0.047716226128353,5.73199705699411,15,3.96694827151656e-05,0.000395038912257666,NA,0.0806451612903226,0.0806451612903226
"3897","GND1","ArgSer_vs_Ctrl",0.14232122225034,0.047716226128353,2.98265881018141,15,0.00929512294048029,0.0786420706129166,NA,0.0658602150537635,0.0658602150537634
"3898","GNP1","ProAla_vs_Ctrl",-0.163480286748784,0.0525577423439408,-3.11048913933479,15,0.00716209886122021,0.0850792398728325,NA,0.166666666666667,0.166666666666667
"3899","GNP1","ProSer_vs_Ctrl",-0.364593202007138,0.0525577423439408,-6.93700272780402,15,4.75601783467283e-06,7.0800151930035e-05,NA,0.169753086419753,0.169753086419753
"3900","GNP1","ArgSer_vs_Ctrl",-0.10330667064639,0.0525577423439408,-1.96558425151418,15,0.068140377852046,0.262390476214934,NA,0.148148148148148,0.148148148148148
"3901","GNT1","ProAla_vs_Ctrl",-0.25447291162808,0.0716761473949158,-3.55031514495338,15,0.00290735110900853,0.0472795442416697,NA,0.0875,0.0875
"3902","GNT1","ProSer_vs_Ctrl",-0.54203796902785,0.0716761473949158,-7.56232008455157,15,1.70969866752912e-06,3.02174831912732e-05,NA,0.0791666666666667,0.0791666666666667
"3903","GNT1","ArgSer_vs_Ctrl",-0.130134332380877,0.0716761473949158,-1.81558771098386,15,0.0894746975173382,0.306715574715283,NA,0.108333333333333,0.108333333333333
"3904","GON7","ProAla_vs_Ctrl",0.114715965741979,0.0574822128131136,1.99567762143994,15,0.0644587105238412,0.304915555335235,NA,0.106060606060606,0.106060606060606
"3905","GON7","ProSer_vs_Ctrl",-0.0622188795237075,0.0574822128131136,-1.0824023028827,15,0.296167852921398,0.438124168632,NA,0.0984848484848485,0.0984848484848485
"3906","GON7","ArgSer_vs_Ctrl",0.0523690936306641,0.0574822128131136,0.911048671715661,15,0.376678424232656,0.651869076540458,NA,0.0984848484848485,0.0984848484848485
"3907","GOR1","ProAla_vs_Ctrl",0.131534605117684,0.0389007746457498,3.38128498251011,15,0.00411271868304164,0.0591328698451962,NA,0.194444444444444,0.194444444444444
"3908","GOR1","ProSer_vs_Ctrl",-0.0453099123567948,0.0389007746457498,-1.16475604327703,15,0.262308010712396,0.403200035002515,NA,0.171296296296296,0.171296296296296
"3909","GOR1","ArgSer_vs_Ctrl",0.120902152507853,0.0389007746457498,3.10796259480304,15,0.00719916640037144,0.0668149721935613,NA,0.152777777777778,0.152777777777778
"3910","GOS1","ProAla_vs_Ctrl",-0.0334537772813282,0.0841637985995412,-0.39748416585264,15,0.696609430880686,0.884785907900165,NA,0.0777777777777777,0.0777777777777778
"3911","GOS1","ProSer_vs_Ctrl",-0.0449580957687535,0.0841637985995412,-0.534173795822455,15,0.601049232086855,0.724483097373658,NA,0.0666666666666667,0.0666666666666667
"3912","GOS1","ArgSer_vs_Ctrl",-0.0242529679348422,0.0841637985995412,-0.288163893959207,15,0.777164855324701,0.905477611546869,NA,0.0722222222222222,0.0722222222222222
"3913","GOT1","ProAla_vs_Ctrl",0.234431171615555,0.270523047393063,0.866584839534697,15,0.399819552003876,0.71125952744258,NA,0.316666666666667,0.316666666666667
"3914","GOT1","ProSer_vs_Ctrl",0.0957025052440249,0.270523047393063,0.353768398538597,15,0.728435765157,0.821862566604,NA,0.3,0.3
"3915","GOT1","ArgSer_vs_Ctrl",0.0399724443899553,0.270523047393063,0.147759848098548,15,0.884500192907208,0.953797489884634,NA,0.3,0.3
"3916","GPA1","ProAla_vs_Ctrl",-0.147950566688451,0.0661074666799516,-2.23803110478774,15,0.0408150046894387,0.240228309979901,NA,0.134259259259259,0.134259259259259
"3917","GPA1","ProSer_vs_Ctrl",-0.333048949679011,0.0661074666799516,-5.03799292886857,15,0.000147142230189301,0.00115534806033829,NA,0.148148148148148,0.148148148148148
"3918","GPA1","ArgSer_vs_Ctrl",-0.217762863660189,0.0661074666799516,-3.29407364397204,15,0.00491830780544111,0.0508081644408917,NA,0.111111111111111,0.111111111111111
"3919","GPA2","ProAla_vs_Ctrl",0.106608571510999,0.0738031108138566,1.4444997011018,15,0.169162452608691,0.482124180480552,NA,0.0686274509803921,0.0686274509803922
"3920","GPA2","ProSer_vs_Ctrl",0.298282816579838,0.0738031108138566,4.04160222097081,15,0.00106531304568813,0.00583880634448583,NA,0.0686274509803921,0.0686274509803922
"3921","GPA2","ArgSer_vs_Ctrl",0.139595235767719,0.0738031108138566,1.89145463149651,15,0.0780339241274874,0.282081283159164,NA,0.0441176470588235,0.0441176470588235
"3922","GPB1","ProAla_vs_Ctrl",-0.0364551835978043,0.0539937380976259,-0.675174286542077,15,0.509839631903063,0.796727842757363,NA,0.172839506172839,0.172839506172839
"3923","GPB1","ProSer_vs_Ctrl",-0.146575891365975,0.0539937380976259,-2.71468315642364,15,0.0159810280679458,0.0484668839669898,NA,0.16358024691358,0.16358024691358
"3924","GPB1","ArgSer_vs_Ctrl",-0.0941088641672039,0.0539937380976259,-1.74295885935969,15,0.10179686772539,0.327966750661491,NA,0.157407407407407,0.157407407407407
"3925","GPB2","ProAla_vs_Ctrl",-0.170822165717096,0.0774133525857381,-2.20662405142451,15,0.0433439084117528,0.248994122826832,NA,0.104166666666667,0.104166666666667
"3926","GPB2","ProSer_vs_Ctrl",-0.55848615709288,0.0774133525857381,-7.21433885032089,15,3.00193767421852e-06,4.81841628729157e-05,NA,0.104166666666667,0.104166666666667
"3927","GPB2","ArgSer_vs_Ctrl",-0.0943722985470241,0.0774133525857381,-1.21907003630289,15,0.241642137299967,0.52002163293592,NA,0.125,0.125
"3928","GPC1","ProAla_vs_Ctrl",0.0780363083248072,0.103894762450074,0.751109165510699,15,0.464208616790822,0.761993677962241,NA,0.0833333333333334,0.0833333333333333
"3929","GPC1","ProSer_vs_Ctrl",0.14899947612255,0.103894762450074,1.43413847444091,15,0.172050795302254,0.294917436625986,NA,0.0833333333333334,0.0833333333333333
"3930","GPC1","ArgSer_vs_Ctrl",-0.016698145721468,0.103894762450074,-0.160721727714544,15,0.874457134756336,0.948180052963788,NA,0.15,0.15
"3931","GPD1","ProAla_vs_Ctrl",-0.0408673349384496,0.0366124346700692,-1.11621462234684,15,0.281892690708637,0.613194616873584,NA,0.116666666666667,0.116666666666667
